"","Units","scenario","year","market","value"
"31009","1990$/tC","Welfare_80constraint",2025,"CanadaCO2_FUG",287.063
"31010","1990$/tC","Welfare_80constraint",2025,"CanadaCO2_LUC",4.08689
"31011","1990$/tC","Welfare_80constraint",2025,"Central America and CaribbeanCO2",30.0795
"31012","1990$/tC","Welfare_80constraint",2025,"Central America and CaribbeanCO2_FUG",30.0795
"31013","1990$/tC","Welfare_80constraint",2025,"Central America and CaribbeanCO2_LUC",4.08689
"31014","1990$/tC","Welfare_80constraint",2025,"Central AsiaCO2",33.349
"31015","1990$/tC","Welfare_80constraint",2025,"Central AsiaCO2_FUG",33.349
"31016","1990$/tC","Welfare_80constraint",2025,"Central AsiaCO2_LUC",4.08689
"31017","1990$/tC","Welfare_80constraint",2025,"ChinaCO2",60.8129
"31018","1990$/tC","Welfare_80constraint",2025,"ChinaCO2_FUG",60.8129
"31019","1990$/tC","Welfare_80constraint",2025,"ChinaCO2_LUC",4.08689
"31020","1990$/tC","Welfare_80constraint",2025,"ColombiaCO2",49.0427
"31021","1990$/tC","Welfare_80constraint",2025,"ColombiaCO2_FUG",49.0427
"31022","1990$/tC","Welfare_80constraint",2025,"ColombiaCO2_LUC",4.08689
"31023","1990$/tC","Welfare_80constraint",2025,"EU-12CO2",105.932
"31024","1990$/tC","Welfare_80constraint",2025,"EU-12CO2_FUG",105.932
"31025","1990$/tC","Welfare_80constraint",2025,"EU-12CO2_LUC",4.08689
"31026","1990$/tC","Welfare_80constraint",2025,"EU-15CO2",245.213
"31027","1990$/tC","Welfare_80constraint",2025,"EU-15CO2_FUG",245.213
"31028","1990$/tC","Welfare_80constraint",2025,"EU-15CO2_LUC",4.08689
"31029","1990$/tC","Welfare_80constraint",2025,"Europe_EasternCO2",23.5405
"31030","1990$/tC","Welfare_80constraint",2025,"Europe_EasternCO2_FUG",23.5405
"31031","1990$/tC","Welfare_80constraint",2025,"Europe_EasternCO2_LUC",4.08689
"31032","1990$/tC","Welfare_80constraint",2025,"Europe_Non_EUCO2",80.4299
"31033","1990$/tC","Welfare_80constraint",2025,"Europe_Non_EUCO2_FUG",80.4299
"31034","1990$/tC","Welfare_80constraint",2025,"Europe_Non_EUCO2_LUC",4.08689
"31035","1990$/tC","Welfare_80constraint",2025,"European Free Trade AssociationCO2",470.156
"31036","1990$/tC","Welfare_80constraint",2025,"European Free Trade AssociationCO2_FUG",470.156
"31037","1990$/tC","Welfare_80constraint",2025,"European Free Trade AssociationCO2_LUC",4.08689
"31038","1990$/tC","Welfare_80constraint",2025,"IndiaCO2",17.0015
"31039","1990$/tC","Welfare_80constraint",2025,"IndiaCO2_FUG",17.0015
"31040","1990$/tC","Welfare_80constraint",2025,"IndiaCO2_LUC",4.08689
"31041","1990$/tC","Welfare_80constraint",2025,"IndonesiaCO2",31.3873
"31042","1990$/tC","Welfare_80constraint",2025,"IndonesiaCO2_FUG",31.3873
"31043","1990$/tC","Welfare_80constraint",2025,"IndonesiaCO2_LUC",4.08689
"31044","1990$/tC","Welfare_80constraint",2025,"JapanCO2",276.601
"31045","1990$/tC","Welfare_80constraint",2025,"JapanCO2_FUG",276.601
"31046","1990$/tC","Welfare_80constraint",2025,"JapanCO2_LUC",4.08689
"31047","1990$/tC","Welfare_80constraint",2025,"MexicoCO2",61.4668
"31048","1990$/tC","Welfare_80constraint",2025,"MexicoCO2_FUG",61.4668
"31049","1990$/tC","Welfare_80constraint",2025,"MexicoCO2_LUC",4.08689
"31050","1990$/tC","Welfare_80constraint",2025,"Middle EastCO2",58.8512
"31051","1990$/tC","Welfare_80constraint",2025,"Middle EastCO2_FUG",58.8512
"31052","1990$/tC","Welfare_80constraint",2025,"Middle EastCO2_LUC",4.08689
"31053","1990$/tC","Welfare_80constraint",2025,"PakistanCO2",6.53902
"31054","1990$/tC","Welfare_80constraint",2025,"PakistanCO2_FUG",6.53902
"31055","1990$/tC","Welfare_80constraint",2025,"PakistanCO2_LUC",4.08689
"31056","1990$/tC","Welfare_80constraint",2025,"RussiaCO2",73.237
"31057","1990$/tC","Welfare_80constraint",2025,"RussiaCO2_FUG",73.237
"31058","1990$/tC","Welfare_80constraint",2025,"RussiaCO2_LUC",4.08689
"31059","1990$/tC","Welfare_80constraint",2025,"South AfricaCO2",43.8114
"31060","1990$/tC","Welfare_80constraint",2025,"South AfricaCO2_FUG",43.8114
"31061","1990$/tC","Welfare_80constraint",2025,"South AfricaCO2_LUC",4.08689
"31062","1990$/tC","Welfare_80constraint",2025,"South America_NorthernCO2",18.3093
"31063","1990$/tC","Welfare_80constraint",2025,"South America_NorthernCO2_FUG",18.3093
"31064","1990$/tC","Welfare_80constraint",2025,"South America_NorthernCO2_LUC",4.08689
"31065","1990$/tC","Welfare_80constraint",2025,"South America_SouthernCO2",49.0427
"31066","1990$/tC","Welfare_80constraint",2025,"South America_SouthernCO2_FUG",49.0427
"31067","1990$/tC","Welfare_80constraint",2025,"South America_SouthernCO2_LUC",4.08689
"31068","1990$/tC","Welfare_80constraint",2025,"South AsiaCO2",9.80853
"31069","1990$/tC","Welfare_80constraint",2025,"South AsiaCO2_FUG",9.80853
"31070","1990$/tC","Welfare_80constraint",2025,"South AsiaCO2_LUC",4.08689
"31071","1990$/tC","Welfare_80constraint",2025,"South KoreaCO2",173.284
"31072","1990$/tC","Welfare_80constraint",2025,"South KoreaCO2_FUG",173.284
"31073","1990$/tC","Welfare_80constraint",2025,"South KoreaCO2_LUC",4.08689
"31074","1990$/tC","Welfare_80constraint",2025,"Southeast AsiaCO2",29.4256
"31075","1990$/tC","Welfare_80constraint",2025,"Southeast AsiaCO2_FUG",29.4256
"31076","1990$/tC","Welfare_80constraint",2025,"Southeast AsiaCO2_LUC",4.08689
"31077","1990$/tC","Welfare_80constraint",2025,"TaiwanCO2",145.166
"31078","1990$/tC","Welfare_80constraint",2025,"TaiwanCO2_FUG",145.166
"31079","1990$/tC","Welfare_80constraint",2025,"TaiwanCO2_LUC",4.08689
"31080","1990$/tC","Welfare_80constraint",2025,"USACO2",308.642
"31081","1990$/tC","Welfare_80constraint",2025,"USACO2_FUG",308.642
"31082","1990$/tC","Welfare_80constraint",2025,"USACO2_LUC",4.08689
"31083","1990$/tC","Welfare_80constraint",2025,"globalCO2_TOTAL",65.3902
"31084","1990$/tC","Welfare_80constraint",2030,"Africa_EasternCO2",6.21336
"31085","1990$/tC","Welfare_80constraint",2030,"Africa_EasternCO2_FUG",6.21336
"31086","1990$/tC","Welfare_80constraint",2030,"Africa_EasternCO2_LUC",8.62967
"31087","1990$/tC","Welfare_80constraint",2030,"Africa_NorthernCO2",27.6149
"31088","1990$/tC","Welfare_80constraint",2030,"Africa_NorthernCO2_FUG",27.6149
"31089","1990$/tC","Welfare_80constraint",2030,"Africa_NorthernCO2_LUC",8.62967
"31090","1990$/tC","Welfare_80constraint",2030,"Africa_SouthernCO2",8.97485
"31091","1990$/tC","Welfare_80constraint",2030,"Africa_SouthernCO2_FUG",8.97485
"31092","1990$/tC","Welfare_80constraint",2030,"Africa_SouthernCO2_LUC",8.62967
"31093","1990$/tC","Welfare_80constraint",2030,"Africa_WesternCO2",11.046
"31094","1990$/tC","Welfare_80constraint",2030,"Africa_WesternCO2_FUG",11.046
"31095","1990$/tC","Welfare_80constraint",2030,"Africa_WesternCO2_LUC",8.62967
"31096","1990$/tC","Welfare_80constraint",2030,"ArgentinaCO2",66.9662
"31097","1990$/tC","Welfare_80constraint",2030,"ArgentinaCO2_FUG",66.9662
"31098","1990$/tC","Welfare_80constraint",2030,"ArgentinaCO2_LUC",8.62967
"31099","1990$/tC","Welfare_80constraint",2030,"Australia_NZCO2",328.618
"31100","1990$/tC","Welfare_80constraint",2030,"Australia_NZCO2_FUG",328.618
"31101","1990$/tC","Welfare_80constraint",2030,"Australia_NZCO2_LUC",8.62967
"31102","1990$/tC","Welfare_80constraint",2030,"BrazilCO2",70.4181
"31103","1990$/tC","Welfare_80constraint",2030,"BrazilCO2_FUG",70.4181
"31104","1990$/tC","Welfare_80constraint",2030,"BrazilCO2_LUC",8.62967
"31105","1990$/tC","Welfare_80constraint",2030,"CanadaCO2",288.576
"31106","1990$/tC","Welfare_80constraint",2030,"CanadaCO2_FUG",288.576
"31107","1990$/tC","Welfare_80constraint",2030,"CanadaCO2_LUC",8.62967
"31108","1990$/tC","Welfare_80constraint",2030,"Central America and CaribbeanCO2",33.1379
"31109","1990$/tC","Welfare_80constraint",2030,"Central America and CaribbeanCO2_FUG",33.1379
"31110","1990$/tC","Welfare_80constraint",2030,"Central America and CaribbeanCO2_LUC",8.62967
"31111","1990$/tC","Welfare_80constraint",2030,"Central AsiaCO2",37.9705
"31112","1990$/tC","Welfare_80constraint",2030,"Central AsiaCO2_FUG",37.9705
"31113","1990$/tC","Welfare_80constraint",2030,"Central AsiaCO2_LUC",8.62967
"31114","1990$/tC","Welfare_80constraint",2030,"ChinaCO2",71.7988
"31115","1990$/tC","Welfare_80constraint",2030,"ChinaCO2_FUG",71.7988
"31116","1990$/tC","Welfare_80constraint",2030,"ChinaCO2_LUC",8.62967
"31117","1990$/tC","Welfare_80constraint",2030,"ColombiaCO2",52.4684
"31118","1990$/tC","Welfare_80constraint",2030,"ColombiaCO2_FUG",52.4684
"31119","1990$/tC","Welfare_80constraint",2030,"ColombiaCO2_LUC",8.62967
"31120","1990$/tC","Welfare_80constraint",2030,"EU-12CO2",115.292
"31121","1990$/tC","Welfare_80constraint",2030,"EU-12CO2_FUG",115.292
"31122","1990$/tC","Welfare_80constraint",2030,"EU-12CO2_LUC",8.62967
"31123","1990$/tC","Welfare_80constraint",2030,"EU-15CO2",248.534
"31124","1990$/tC","Welfare_80constraint",2030,"EU-15CO2_FUG",248.534
"31125","1990$/tC","Welfare_80constraint",2030,"EU-15CO2_LUC",8.62967
"31126","1990$/tC","Welfare_80constraint",2030,"Europe_EasternCO2",26.9246
"31127","1990$/tC","Welfare_80constraint",2030,"Europe_EasternCO2_FUG",26.9246
"31128","1990$/tC","Welfare_80constraint",2030,"Europe_EasternCO2_LUC",8.62967
"31129","1990$/tC","Welfare_80constraint",2030,"Europe_Non_EUCO2",86.987
"31130","1990$/tC","Welfare_80constraint",2030,"Europe_Non_EUCO2_FUG",86.987
"31131","1990$/tC","Welfare_80constraint",2030,"Europe_Non_EUCO2_LUC",8.62967
"31132","1990$/tC","Welfare_80constraint",2030,"European Free Trade AssociationCO2",469.454
"31133","1990$/tC","Welfare_80constraint",2030,"European Free Trade AssociationCO2_FUG",469.454
"31134","1990$/tC","Welfare_80constraint",2030,"European Free Trade AssociationCO2_LUC",8.62967
"31135","1990$/tC","Welfare_80constraint",2030,"IndiaCO2",20.0208
"31136","1990$/tC","Welfare_80constraint",2030,"IndiaCO2_FUG",20.0208
"31137","1990$/tC","Welfare_80constraint",2030,"IndiaCO2_LUC",8.62967
"31138","1990$/tC","Welfare_80constraint",2030,"IndonesiaCO2",37.9705
"31139","1990$/tC","Welfare_80constraint",2030,"IndonesiaCO2_FUG",37.9705
"31140","1990$/tC","Welfare_80constraint",2030,"IndonesiaCO2_LUC",8.62967
"31141","1990$/tC","Welfare_80constraint",2030,"JapanCO2",282.363
"31142","1990$/tC","Welfare_80constraint",2030,"JapanCO2_FUG",282.363
"31143","1990$/tC","Welfare_80constraint",2030,"JapanCO2_LUC",8.62967
"31144","1990$/tC","Welfare_80constraint",2030,"MexicoCO2",65.5855
"31145","1990$/tC","Welfare_80constraint",2030,"MexicoCO2_FUG",65.5855
"31146","1990$/tC","Welfare_80constraint",2030,"MexicoCO2_LUC",8.62967
"31147","1990$/tC","Welfare_80constraint",2030,"Middle EastCO2",62.824
"31148","1990$/tC","Welfare_80constraint",2030,"Middle EastCO2_FUG",62.824
"31149","1990$/tC","Welfare_80constraint",2030,"Middle EastCO2_LUC",8.62967
"31150","1990$/tC","Welfare_80constraint",2030,"PakistanCO2",7.59411
"31151","1990$/tC","Welfare_80constraint",2030,"PakistanCO2_FUG",7.59411
"31152","1990$/tC","Welfare_80constraint",2030,"PakistanCO2_LUC",8.62967
"31153","1990$/tC","Welfare_80constraint",2030,"RussiaCO2",81.4641
"31154","1990$/tC","Welfare_80constraint",2030,"RussiaCO2_FUG",81.4641
"31155","1990$/tC","Welfare_80constraint",2030,"RussiaCO2_LUC",8.62967
"31156","1990$/tC","Welfare_80constraint",2030,"South AfricaCO2",47.6358
"31157","1990$/tC","Welfare_80constraint",2030,"South AfricaCO2_FUG",47.6358
"31158","1990$/tC","Welfare_80constraint",2030,"South AfricaCO2_LUC",8.62967
"31159","1990$/tC","Welfare_80constraint",2030,"South America_NorthernCO2",19.3305
"31160","1990$/tC","Welfare_80constraint",2030,"South America_NorthernCO2_FUG",19.3305
"31161","1990$/tC","Welfare_80constraint",2030,"South America_NorthernCO2_LUC",8.62967
"31162","1990$/tC","Welfare_80constraint",2030,"South America_SouthernCO2",53.8491
"31163","1990$/tC","Welfare_80constraint",2030,"South America_SouthernCO2_FUG",53.8491
"31164","1990$/tC","Welfare_80constraint",2030,"South America_SouthernCO2_LUC",8.62967
"31165","1990$/tC","Welfare_80constraint",2030,"South AsiaCO2",11.046
"31166","1990$/tC","Welfare_80constraint",2030,"South AsiaCO2_FUG",11.046
"31167","1990$/tC","Welfare_80constraint",2030,"South AsiaCO2_LUC",8.62967
"31168","1990$/tC","Welfare_80constraint",2030,"South KoreaCO2",187.782
"31169","1990$/tC","Welfare_80constraint",2030,"South KoreaCO2_FUG",187.782
"31170","1990$/tC","Welfare_80constraint",2030,"South KoreaCO2_LUC",8.62967
"31171","1990$/tC","Welfare_80constraint",2030,"Southeast AsiaCO2",33.1379
"31172","1990$/tC","Welfare_80constraint",2030,"Southeast AsiaCO2_FUG",33.1379
"31173","1990$/tC","Welfare_80constraint",2030,"Southeast AsiaCO2_LUC",8.62967
"31174","1990$/tC","Welfare_80constraint",2030,"TaiwanCO2",151.192
"31175","1990$/tC","Welfare_80constraint",2030,"TaiwanCO2_FUG",151.192
"31176","1990$/tC","Welfare_80constraint",2030,"TaiwanCO2_LUC",8.62967
"31177","1990$/tC","Welfare_80constraint",2030,"USACO2",313.43
"31178","1990$/tC","Welfare_80constraint",2030,"USACO2_FUG",313.43
"31179","1990$/tC","Welfare_80constraint",2030,"USACO2_LUC",8.62967
"31180","1990$/tC","Welfare_80constraint",2030,"globalCO2_TOTAL",69.0373
"31181","1990$/tC","Welfare_80constraint",2035,"Africa_EasternCO2",10.8206
"31182","1990$/tC","Welfare_80constraint",2035,"Africa_EasternCO2_FUG",10.8206
"31183","1990$/tC","Welfare_80constraint",2035,"Africa_EasternCO2_LUC",20.2886
"31184","1990$/tC","Welfare_80constraint",2035,"Africa_NorthernCO2",47.6105
"31185","1990$/tC","Welfare_80constraint",2035,"Africa_NorthernCO2_FUG",47.6105
"31186","1990$/tC","Welfare_80constraint",2035,"Africa_NorthernCO2_LUC",20.2886
"31187","1990$/tC","Welfare_80constraint",2035,"Africa_SouthernCO2",15.1488
"31188","1990$/tC","Welfare_80constraint",2035,"Africa_SouthernCO2_FUG",15.1488
"31189","1990$/tC","Welfare_80constraint",2035,"Africa_SouthernCO2_LUC",20.2886
"31190","1990$/tC","Welfare_80constraint",2035,"Africa_WesternCO2",19.477
"31191","1990$/tC","Welfare_80constraint",2035,"Africa_WesternCO2_FUG",19.477
"31192","1990$/tC","Welfare_80constraint",2035,"Africa_WesternCO2_LUC",20.2886
"31193","1990$/tC","Welfare_80constraint",2035,"ArgentinaCO2",108.206
"31194","1990$/tC","Welfare_80constraint",2035,"ArgentinaCO2_FUG",108.206
"31195","1990$/tC","Welfare_80constraint",2035,"ArgentinaCO2_LUC",20.2886
"31196","1990$/tC","Welfare_80constraint",2035,"Australia_NZCO2",497.746
"31197","1990$/tC","Welfare_80constraint",2035,"Australia_NZCO2_FUG",497.746
"31198","1990$/tC","Welfare_80constraint",2035,"Australia_NZCO2_LUC",20.2886
"31199","1990$/tC","Welfare_80constraint",2035,"BrazilCO2",111.452
"31200","1990$/tC","Welfare_80constraint",2035,"BrazilCO2_FUG",111.452
"31201","1990$/tC","Welfare_80constraint",2035,"BrazilCO2_LUC",20.2886
"31202","1990$/tC","Welfare_80constraint",2035,"CanadaCO2",439.315
"31203","1990$/tC","Welfare_80constraint",2035,"CanadaCO2_FUG",439.315
"31204","1990$/tC","Welfare_80constraint",2035,"CanadaCO2_LUC",20.2886
"31205","1990$/tC","Welfare_80constraint",2035,"Central America and CaribbeanCO2",54.1028
"31206","1990$/tC","Welfare_80constraint",2035,"Central America and CaribbeanCO2_FUG",54.1028
"31207","1990$/tC","Welfare_80constraint",2035,"Central America and CaribbeanCO2_LUC",20.2886
"31208","1990$/tC","Welfare_80constraint",2035,"Central AsiaCO2",63.8413
"31209","1990$/tC","Welfare_80constraint",2035,"Central AsiaCO2_FUG",63.8413
"31210","1990$/tC","Welfare_80constraint",2035,"Central AsiaCO2_LUC",20.2886
"31211","1990$/tC","Welfare_80constraint",2035,"ChinaCO2",120.108
"31212","1990$/tC","Welfare_80constraint",2035,"ChinaCO2_FUG",120.108
"31213","1990$/tC","Welfare_80constraint",2035,"ChinaCO2_LUC",20.2886
"31214","1990$/tC","Welfare_80constraint",2035,"ColombiaCO2",85.4825
"31215","1990$/tC","Welfare_80constraint",2035,"ColombiaCO2_FUG",85.4825
"31216","1990$/tC","Welfare_80constraint",2035,"ColombiaCO2_LUC",20.2886
"31217","1990$/tC","Welfare_80constraint",2035,"EU-12CO2",186.114
"31218","1990$/tC","Welfare_80constraint",2035,"EU-12CO2_FUG",186.114
"31219","1990$/tC","Welfare_80constraint",2035,"EU-12CO2_LUC",20.2886
"31220","1990$/tC","Welfare_80constraint",2035,"EU-15CO2",379.802
"31221","1990$/tC","Welfare_80constraint",2035,"EU-15CO2_FUG",379.802
"31222","1990$/tC","Welfare_80constraint",2035,"EU-15CO2_LUC",20.2886
"31223","1990$/tC","Welfare_80constraint",2035,"Europe_EasternCO2",45.4464
"31224","1990$/tC","Welfare_80constraint",2035,"Europe_EasternCO2_FUG",45.4464
"31225","1990$/tC","Welfare_80constraint",2035,"Europe_EasternCO2_LUC",20.2886
"31226","1990$/tC","Welfare_80constraint",2035,"Europe_Non_EUCO2",139.585
"31227","1990$/tC","Welfare_80constraint",2035,"Europe_Non_EUCO2_FUG",139.585
"31228","1990$/tC","Welfare_80constraint",2035,"Europe_Non_EUCO2_LUC",20.2886
"31229","1990$/tC","Welfare_80constraint",2035,"European Free Trade AssociationCO2",705.501
"31230","1990$/tC","Welfare_80constraint",2035,"European Free Trade AssociationCO2_FUG",705.501
"31231","1990$/tC","Welfare_80constraint",2035,"European Free Trade AssociationCO2_LUC",20.2886
"31232","1990$/tC","Welfare_80constraint",2035,"IndiaCO2",34.6258
"31233","1990$/tC","Welfare_80constraint",2035,"IndiaCO2_FUG",34.6258
"31234","1990$/tC","Welfare_80constraint",2035,"IndiaCO2_LUC",20.2886
"31235","1990$/tC","Welfare_80constraint",2035,"IndonesiaCO2",66.0054
"31236","1990$/tC","Welfare_80constraint",2035,"IndonesiaCO2_FUG",66.0054
"31237","1990$/tC","Welfare_80constraint",2035,"IndonesiaCO2_LUC",20.2886
"31238","1990$/tC","Welfare_80constraint",2035,"JapanCO2",428.494
"31239","1990$/tC","Welfare_80constraint",2035,"JapanCO2_FUG",428.494
"31240","1990$/tC","Welfare_80constraint",2035,"JapanCO2_LUC",20.2886
"31241","1990$/tC","Welfare_80constraint",2035,"MexicoCO2",104.959
"31242","1990$/tC","Welfare_80constraint",2035,"MexicoCO2_FUG",104.959
"31243","1990$/tC","Welfare_80constraint",2035,"MexicoCO2_LUC",20.2886
"31244","1990$/tC","Welfare_80constraint",2035,"Middle EastCO2",99.5492
"31245","1990$/tC","Welfare_80constraint",2035,"Middle EastCO2_FUG",99.5492
"31246","1990$/tC","Welfare_80constraint",2035,"Middle EastCO2_LUC",20.2886
"31247","1990$/tC","Welfare_80constraint",2035,"PakistanCO2",12.9847
"31248","1990$/tC","Welfare_80constraint",2035,"PakistanCO2_FUG",12.9847
"31249","1990$/tC","Welfare_80constraint",2035,"PakistanCO2_LUC",20.2886
"31250","1990$/tC","Welfare_80constraint",2035,"RussiaCO2",133.093
"31251","1990$/tC","Welfare_80constraint",2035,"RussiaCO2_FUG",133.093
"31252","1990$/tC","Welfare_80constraint",2035,"RussiaCO2_LUC",20.2886
"31253","1990$/tC","Welfare_80constraint",2035,"South AfricaCO2",77.9081
"31254","1990$/tC","Welfare_80constraint",2035,"South AfricaCO2_FUG",77.9081
"31255","1990$/tC","Welfare_80constraint",2035,"South AfricaCO2_LUC",20.2886
"31256","1990$/tC","Welfare_80constraint",2035,"South America_NorthernCO2",30.2976
"31257","1990$/tC","Welfare_80constraint",2035,"South America_NorthernCO2_FUG",30.2976
"31258","1990$/tC","Welfare_80constraint",2035,"South America_NorthernCO2_LUC",20.2886
"31259","1990$/tC","Welfare_80constraint",2035,"South America_SouthernCO2",88.7286
"31260","1990$/tC","Welfare_80constraint",2035,"South America_SouthernCO2_FUG",88.7286
"31261","1990$/tC","Welfare_80constraint",2035,"South America_SouthernCO2_LUC",20.2886
"31262","1990$/tC","Welfare_80constraint",2035,"South AsiaCO2",19.477
"31263","1990$/tC","Welfare_80constraint",2035,"South AsiaCO2_FUG",19.477
"31264","1990$/tC","Welfare_80constraint",2035,"South AsiaCO2_LUC",20.2886
"31265","1990$/tC","Welfare_80constraint",2035,"South KoreaCO2",299.73
"31266","1990$/tC","Welfare_80constraint",2035,"South KoreaCO2_FUG",299.73
"31267","1990$/tC","Welfare_80constraint",2035,"South KoreaCO2_LUC",20.2886
"31268","1990$/tC","Welfare_80constraint",2035,"Southeast AsiaCO2",55.1849
"31269","1990$/tC","Welfare_80constraint",2035,"Southeast AsiaCO2_FUG",55.1849
"31270","1990$/tC","Welfare_80constraint",2035,"Southeast AsiaCO2_LUC",20.2886
"31271","1990$/tC","Welfare_80constraint",2035,"TaiwanCO2",233.724
"31272","1990$/tC","Welfare_80constraint",2035,"TaiwanCO2_FUG",233.724
"31273","1990$/tC","Welfare_80constraint",2035,"TaiwanCO2_LUC",20.2886
"31274","1990$/tC","Welfare_80constraint",2035,"USACO2",471.777
"31275","1990$/tC","Welfare_80constraint",2035,"USACO2_FUG",471.777
"31276","1990$/tC","Welfare_80constraint",2035,"USACO2_LUC",20.2886
"31277","1990$/tC","Welfare_80constraint",2035,"globalCO2_TOTAL",108.206
"31278","1990$/tC","Welfare_80constraint",2040,"Africa_EasternCO2",8.63175
"31279","1990$/tC","Welfare_80constraint",2040,"Africa_EasternCO2_FUG",8.63175
"31280","1990$/tC","Welfare_80constraint",2040,"Africa_EasternCO2_LUC",19.6176
"31281","1990$/tC","Welfare_80constraint",2040,"Africa_NorthernCO2",36.8811
"31282","1990$/tC","Welfare_80constraint",2040,"Africa_NorthernCO2_FUG",36.8811
"31283","1990$/tC","Welfare_80constraint",2040,"Africa_NorthernCO2_LUC",19.6176
"31284","1990$/tC","Welfare_80constraint",2040,"Africa_SouthernCO2",11.7706
"31285","1990$/tC","Welfare_80constraint",2040,"Africa_SouthernCO2_FUG",11.7706
"31286","1990$/tC","Welfare_80constraint",2040,"Africa_SouthernCO2_LUC",19.6176
"31287","1990$/tC","Welfare_80constraint",2040,"Africa_WesternCO2",15.6941
"31288","1990$/tC","Welfare_80constraint",2040,"Africa_WesternCO2_FUG",15.6941
"31289","1990$/tC","Welfare_80constraint",2040,"Africa_WesternCO2_LUC",19.6176
"31290","1990$/tC","Welfare_80constraint",2040,"ArgentinaCO2",80.0399
"31291","1990$/tC","Welfare_80constraint",2040,"ArgentinaCO2_FUG",80.0399
"31292","1990$/tC","Welfare_80constraint",2040,"ArgentinaCO2_LUC",19.6176
"31293","1990$/tC","Welfare_80constraint",2040,"Australia_NZCO2",350.763
"31294","1990$/tC","Welfare_80constraint",2040,"Australia_NZCO2_FUG",350.763
"31295","1990$/tC","Welfare_80constraint",2040,"Australia_NZCO2_LUC",19.6176
"31296","1990$/tC","Welfare_80constraint",2040,"BrazilCO2",80.8246
"31297","1990$/tC","Welfare_80constraint",2040,"BrazilCO2_FUG",80.8246
"31298","1990$/tC","Welfare_80constraint",2040,"BrazilCO2_LUC",19.6176
"31299","1990$/tC","Welfare_80constraint",2040,"CanadaCO2",310.743
"31300","1990$/tC","Welfare_80constraint",2040,"CanadaCO2_FUG",310.743
"31301","1990$/tC","Welfare_80constraint",2040,"CanadaCO2_LUC",19.6176
"31302","1990$/tC","Welfare_80constraint",2040,"Central America and CaribbeanCO2",41.5893
"31303","1990$/tC","Welfare_80constraint",2040,"Central America and CaribbeanCO2_FUG",41.5893
"31304","1990$/tC","Welfare_80constraint",2040,"Central America and CaribbeanCO2_LUC",19.6176
"31305","1990$/tC","Welfare_80constraint",2040,"Central AsiaCO2",49.4364
"31306","1990$/tC","Welfare_80constraint",2040,"Central AsiaCO2_FUG",49.4364
"31307","1990$/tC","Welfare_80constraint",2040,"Central AsiaCO2_LUC",19.6176
"31308","1990$/tC","Welfare_80constraint",2040,"ChinaCO2",91.8104
"31309","1990$/tC","Welfare_80constraint",2040,"ChinaCO2_FUG",91.8104
"31310","1990$/tC","Welfare_80constraint",2040,"ChinaCO2_LUC",19.6176
"31311","1990$/tC","Welfare_80constraint",2040,"ColombiaCO2",64.3458
"31312","1990$/tC","Welfare_80constraint",2040,"ColombiaCO2_FUG",64.3458
"31313","1990$/tC","Welfare_80constraint",2040,"ColombiaCO2_LUC",19.6176
"31314","1990$/tC","Welfare_80constraint",2040,"EU-12CO2",138.108
"31315","1990$/tC","Welfare_80constraint",2040,"EU-12CO2_FUG",138.108
"31316","1990$/tC","Welfare_80constraint",2040,"EU-12CO2_LUC",19.6176
"31317","1990$/tC","Welfare_80constraint",2040,"EU-15CO2",271.508
"31318","1990$/tC","Welfare_80constraint",2040,"EU-15CO2_FUG",271.508
"31319","1990$/tC","Welfare_80constraint",2040,"EU-15CO2_LUC",19.6176
"31320","1990$/tC","Welfare_80constraint",2040,"Europe_EasternCO2",35.3117
"31321","1990$/tC","Welfare_80constraint",2040,"Europe_EasternCO2_FUG",35.3117
"31322","1990$/tC","Welfare_80constraint",2040,"Europe_EasternCO2_LUC",19.6176
"31323","1990$/tC","Welfare_80constraint",2040,"Europe_Non_EUCO2",103.581
"31324","1990$/tC","Welfare_80constraint",2040,"Europe_Non_EUCO2_FUG",103.581
"31325","1990$/tC","Welfare_80constraint",2040,"Europe_Non_EUCO2_LUC",19.6176
"31326","1990$/tC","Welfare_80constraint",2040,"European Free Trade AssociationCO2",495.149
"31327","1990$/tC","Welfare_80constraint",2040,"European Free Trade AssociationCO2_FUG",495.149
"31328","1990$/tC","Welfare_80constraint",2040,"European Free Trade AssociationCO2_LUC",19.6176
"31329","1990$/tC","Welfare_80constraint",2040,"IndiaCO2",28.2494
"31330","1990$/tC","Welfare_80constraint",2040,"IndiaCO2_FUG",28.2494
"31331","1990$/tC","Welfare_80constraint",2040,"IndiaCO2_LUC",19.6176
"31332","1990$/tC","Welfare_80constraint",2040,"IndonesiaCO2",52.5752
"31333","1990$/tC","Welfare_80constraint",2040,"IndonesiaCO2_FUG",52.5752
"31334","1990$/tC","Welfare_80constraint",2040,"IndonesiaCO2_LUC",19.6176
"31335","1990$/tC","Welfare_80constraint",2040,"JapanCO2",301.327
"31336","1990$/tC","Welfare_80constraint",2040,"JapanCO2_FUG",301.327
"31337","1990$/tC","Welfare_80constraint",2040,"JapanCO2_LUC",19.6176
"31338","1990$/tC","Welfare_80constraint",2040,"MexicoCO2",77.6857
"31339","1990$/tC","Welfare_80constraint",2040,"MexicoCO2_FUG",77.6857
"31340","1990$/tC","Welfare_80constraint",2040,"MexicoCO2_LUC",19.6176
